pair_id,id_1,id_2,text_1,text_2,jaccard,class
24798,33632,33633,Американские психологи сотрудничали с ЦРУ для оправдания пыток,ЦРУ обращалось к психологам для оправдания пыток в тюрьмах,0.7,1
24799,33634,33635,ИГ заявила о казни 15 солдат на юге Йемена,"Боевики ""ИГ"" казнили 15 солдат на юге Йемена",0.771428571429,1
24800,33636,33637,Миллер: потребность Украины в поставках газа из РФ возросла в два раза,В «Газпроме» заявили о двукратном росте потребности Украины в поставках газа,0.494974746831,0
24801,33638,33639,Кремль опроверг согласие Путина на размещение миротворцев в Донбассе,В Кремле опровергли заявления Киева о согласии Путина на ввод мировторцев,0.459689336089,0
24802,33640,33641,"МИД РФ хочет объяснений из-за отказа во въезде ""Русским мотоциклистам""","МИД РФ: ФРГ должен объяснить отказ во въезде ""Русских мотоциклистов""",0.743368667401,1
24804,33644,33645,"Патриарх Кирилл заведет страницу в ""ВКонтакте""","У патриарха Кирилла появится страница ""ВКонтакте""",0.88,1
24805,33646,33647,Посольство РФ: помощник капитана судна Maersk Tigris - россиянин,Помощник капитана задержанного в Иране судна оказался россиянином,0.571428571429,0
24806,33648,33649,Учения НАТО по поиску подлодок пройдут в Норвегии с 4 по 13 мая,НАТО проведет у берегов Норвегии учения «Шустрый мангуст»,0.466156183378,0
24807,33650,33651,Охлобыстин: слухи о моей смерти сильно преувеличены,Иван Охлобыстин: Слухи о моей смерти сильно преувеличены,0.949385766342,1
24808,33652,33653,МИД РФ: Киев не делает явных шагов по расследованию трагедии в Одессе,Москва обвинила Киев в затягивании расследования событий в Одессе,0.485054407029,0
24809,33654,33653,США призвали Киев быстро и открыто расследовать события в Одессе,Москва обвинила Киев в затягивании расследования событий в Одессе,0.601783064852,-1
24810,33655,33656,Идеолог Монстрации Лоскутов задержан в Новосибирске,"В Новосибирске задержали главного ""монстранта""",0.49193495505,0
24811,33657,33658,Легендарный исполнитель соул-музыки Бен Кинг скончался в США,Умер соул-исполнитель Бен Кинг,0.590139983994,1
24813,33661,33662,Прокурор Балтимора признала убийством гибель афроамериканца Грея,Полицейским Балтимора предъявят обвинения в убийстве Фредди Грея,0.485714285714,-1
24814,33657,33663,Легендарный исполнитель соул-музыки Бен Кинг скончался в США,"В США умер легендарный певец, исполнитель песни Stand By Me Бен Кинг",0.723113308647,1
24815,33664,33665,"Яценюк: сумма претензий ""Нафтогаза"" к ""Газпрому"" превысила $16 млрд",Яценюк назвал увеличенную сумму исковых требований к «Газпрому»,0.494433297538,0
24816,33666,33667,Программист банка Goldman Sachs признан виновным в хищении кодов,Суд Нью-Йорка признал виновным российского программиста из Goldman Sachs,0.675,0
24817,33668,33669,Сотни тысяч человек вышли на демонстрации в Испании 1 мая,В Петербурге 90 тысяч человек вышли на первомайскую демонстрацию,0.534522483825,-1
24818,33662,33670,Полицейским Балтимора предъявят обвинения в убийстве Фредди Грея,Полицейских Балтимора обвинили в убийстве Фредди Грея,0.921962516023,1
24819,33661,33670,Прокурор Балтимора признала убийством гибель афроамериканца Грея,Полицейских Балтимора обвинили в убийстве Фредди Грея,0.524631389871,-1
24820,33671,33672,Россельхознадзор обеспокоен нелегальным ввозом в РФ рыбы из Казахстана,Россельхознадзор предотвратил нелегальный ввоз рыбы из Казахстана,0.763100203449,-1
24821,33626,33673,ДНР и ЛНР поддержали назначение представителей ОБСЕ координаторами,ДНР и ЛНР согласились назначить ОБСЕ координатором контактной группы,0.668153104781,0
24822,33674,33675,"Пьяного авиадебошира, летевшего в Турцию, высадили в Краснодаре","В Краснодаре с самолета, летевшего в Турцию, сняли дебошира",0.596666666667,1
24823,33676,33677,Тодд Вудд: у США есть причины бояться обеспеченного золотом рубля,WT: Обеспеченный золотом рубль опасен для экономики США,0.571547606649,1
24824,33664,33678,"Яценюк: сумма претензий ""Нафтогаза"" к ""Газпрому"" превысила $16 млрд",«Нафтогаз» увеличил претензии к «Газпрому» в Стокгольме до $16 млрд,0.697848798327,1
24825,33679,33680,"Число погибших при землетрясении в Непале превысило 6,6 тыс человек","Число жертв землетрясения в Непале возросло до 6,6 тысячи человек",0.744230769231,0
24826,33605,33680,"Число жертв землетрясения в Непале превысило 6,2 тысячи человек","Число жертв землетрясения в Непале возросло до 6,6 тысячи человек",0.872098363463,0
24827,33678,33681,«Нафтогаз» увеличил претензии к «Газпрому» в Стокгольме до $16 млрд,«Газпром» рассказал о своих претензиях к «Нафтогазу»,0.47704262378,-1
24828,33682,33681,"""Газпром"": сумма претензий к ""Нафтогазу"" превышает иск Киева к Москве",«Газпром» рассказал о своих претензиях к «Нафтогазу»,0.640361226184,-1
24829,33664,33681,"Яценюк: сумма претензий ""Нафтогаза"" к ""Газпрому"" превысила $16 млрд",«Газпром» рассказал о своих претензиях к «Нафтогазу»,0.463800723491,-1
24830,33666,33683,Программист банка Goldman Sachs признан виновным в хищении кодов,Российский программист признан виновным в краже секретов Goldman Sachs,0.675,0
24831,33684,33685,Грузовик спровоцировал ДТП с 11 автомобилями в Подмосковье,В Подмосковье произшло крупное ДТП с участием одиннадцати автомобилей,0.524631389871,0
24832,33667,33686,Суд Нью-Йорка признал виновным российского программиста из Goldman Sachs,Присяжные в Нью-Йорке признали русского программиста виновным в краже данных,0.553125,1
24833,33683,33686,Российский программист признан виновным в краже секретов Goldman Sachs,Присяжные в Нью-Йорке признали русского программиста виновным в краже данных,0.528125,0
24834,33687,33688,Боевики ИГ казнили более 50 мирных граждан на севере Ирака,Террористы казнили более 50 человек на севере Ирака ,0.635085296109,1
24836,33691,33692,Чрезвычайное положение введено в штате Айова из-за птичьего гриппа,В американском штате Айова из-за птичьего гриппа введен режим ЧП,0.694879228972,1
24837,33693,33694,Мировые цены на нефть замедлили снижение,Мировые цены на нефть снизились с четырехмесячных максимумов,0.588801749318,-1
24838,33695,33696,"Задержаны 6 полицейских, обвиняемых в убийстве Фредди Грея в Балтиморе",Сотруднику полиции Балтимора грозит 30 лет тюрьмы за смерть Фредди Грея,0.503115294937,-1
24839,33697,33698,СМИ: вооруженные столкновения в Бурунди унесли жизни трех человек,В столице Бурунди в ходе протестов погибли три человека,0.473434199959,1
24840,33699,33698,Около 600 человек задержаны в Бурунди с начала протестов,В столице Бурунди в ходе протестов погибли три человека,0.493770719879,-1
24841,33697,33700,СМИ: вооруженные столкновения в Бурунди унесли жизни трех человек,Жертвами вооруженных столкновений в Бурунди стали три человека,0.694879228972,1
24842,33701,33702,"В результате ливней, обрушившихся на Австралию, погибли пять человек",Сильные ливни стали причиной гибели пяти человек в Австралии,0.561248608016,1
24843,33703,33704,Полиция Монреаля разогнала первомайское шествие слезоточивым газом,Участников первомайского шествия в Канаде разогнали слезоточивым газом,0.57380952381,1
24844,33705,33706,Участвовавшие в задержании Фредди Грея полицейские внесли залог,Шесть обвиняемых в гибели Грея полицейских отпущены под залог,0.457142857143,0
24845,33707,33708,Полиция вновь начала задерживать митингующих в Балтиморе,В американском Балтиморе вновь начались задержания митингующих,0.617,1
24848,33712,33713,Кандидат в мэры города убит в Мексике,Неизвестные застрелили кандидата в мэры мексиканского города,0.547722557505,1
24849,33714,33715,Правительство Непала: шансов найти под завалами выживших больше нет,Власти Непала исключили возможность найти выживших под завалами,0.648074069841,1
24850,33716,33717,Взрывы и выстрелы были слышны ночью на окраинах Донецка и Горловки,Жители Донецка и Горловки ночью слышали взрывы и выстрелы,0.767421566063,1
24851,33718,33719,"Кремль: празднование 70-летия Победы будет масштабнее, чем 60-летия",В Кремле рассказали о предстоящем праздновании 70-летия Победы,0.462910049886,-1
24852,33720,33721,Самолет МЧС России вылетел в Непал для эвакуации россиян,МЧС эвакуирует двоих россиян из высокогорного храма в Непале,0.533333333333,-1
24853,33722,33721,Посольство РФ в Непале эвакуирует из гор троих россиян,МЧС эвакуирует двоих россиян из высокогорного храма в Непале,0.457142857143,-1
24854,33723,33724,Дом профсоюзов в Одессе может стать штабом ВМС или госпиталем,Дом профсоюзов в Одессе предложили переоборудовать в штаб ВМФ,0.561248608016,0
24855,33725,33726,"ЛНР рассчитывает, что встреча контактной группы пройдет до 9 мая",Встреча Контактной группы в Минске пройдет до 9 мая ,0.828509849929,0
24856,33727,33726,В ДНР пока не подтверждают встречу контактной группы в Минске 5 мая,Встреча Контактной группы в Минске пройдет до 9 мая ,0.694879228972,-1
24857,33701,33728,"В результате ливней, обрушившихся на Австралию, погибли пять человек",Пять человек погибли в ДТП в Рязанской области,0.462910049886,-1
24858,33652,33729,МИД РФ: Киев не делает явных шагов по расследованию трагедии в Одессе,МИД РФ: Запад должен побудить Киев к расследованию трагедии в Одессе,0.755555555556,-1
24859,33730,33731,Пять человек погибли в ДТП в Рязанской области,В Рязанской области в ДТП погибли трое взрослых и двое детей,0.606217782649,0
24860,33732,33733,"Дело завели в Махачкале после драки, в которой погибли 4 человека","В Махачкале завели дело о перестрелке, в которой погибли четверо",0.708242291068,1
24861,33734,33735,"Россияне завоевали ""золото"" на ЧЕ по гребле на байдарках и каноэ",Российские каноисты завоевали золото в четверках на 1000 метров на ЧЕ,0.472161527379,1
24862,33736,33737,"Меркель: поездка в Москву 10 мая очень важна, несмотря на разногласия",Меркель объяснила мотивы своей поездки в Москву 10 мая,0.748331477355,0
24863,33738,33739,В Петербурге задержали похитителей часов на 21 миллион,В Петербурге задержали подозреваемых в краже швейцарских часов на 21 млн рублей,0.734846922835,1
24864,33740,33741,Суд в Новосибирске арестовал идеолога Монстрации Лоскутова на 10 суток,Новосибирского «монстранта» арестовали на 10 суток,0.505964425627,1
24866,33744,33745,"Мужчину, взорвавшего себя в Дагестане, искали за убийство ветерана МВД",В Дагестане мужчина подорвал себя при проверке документов,0.461880215352,-1
24867,33746,33745,Разыскиваемый дагестанец подорвал себя при проверке документов,В Дагестане мужчина подорвал себя при проверке документов,0.666666666667,1
24868,33747,33748,СМИ: российских байкеров заставили в Тбилиси снять георгиевские ленты,Российских байкеров заставили в Тбилиси снять георгиевские ленты,0.962140470885,1
24869,33749,33750,Альпинист из Рязани разбился на Эльбрусе,На Эльбрусе погиб турист из Рязани,0.6,1
24870,33751,33752,«Зенит» в Москве вырвал ничью в матче со «Спартаком»,"Футболисты ""Зенита"" вырвали ничью у ""Спартака"" в матче ЧР",0.802377419803,0
24871,33751,33753,«Зенит» в Москве вырвал ничью в матче со «Спартаком»,"Якин: ""Спартак"" в матче с ""Зенитом"" старался, но не был вознагражден",0.493770719879,0
24872,33753,33754,"Якин: ""Спартак"" в матче с ""Зенитом"" старался, но не был вознагражден",Лавров огорчился ничьей «Спартака» в матче с «Зенитом»,0.493770719879,-1
24874,33751,33754,«Зенит» в Москве вырвал ничью в матче со «Спартаком»,Лавров огорчился ничьей «Спартака» в матче с «Зенитом»,0.7,0
24875,33755,33756,"СМИ: немецкие ультраправые собираются 9 мая ""брать Рейхстаг штурмом""",В ЛНР украинские силовики открыли огонь на глазах наблюдателей ОБСЕ ,0.0,-1
24876,33757,33758,Путин подписал закон о либерализации оборота лома драгметаллов,Путин подписал поправки в закон об НКО,0.540898723026,-1
24877,33759,33760,ГИБДД: В ДТП с маршруткой в Петербурге пострадали 5 человек,В Петербурге в результате ДТП с маршруткой пострадали 5 человек,0.942857142857,1
24878,33761,33762,"Путин изменил закон о митингах, шествиях и пикетах","Путин подписал изменения в закон о митингах, демонстрациях и шествиях",0.705937826077,1
24879,33763,33764,Путин ратифицировал соглашение о поставках газа в Китай,Путин ратифицировал соглашение о поставках газа Китаю по «Силе Сибири»,0.923760430703,1
24880,33765,33764,Путин ратифицировал соглашение о поставках газа в Китай,Путин ратифицировал соглашение о поставках газа Китаю по «Силе Сибири»,0.923760430703,1
24881,33766,33767,"В Ираке уничтожен полевой командир ""ИГ"" Абу Ибрагим Чеченец",СМИ сообщили о ликвидации в Ираке команидира ИГ Абу Ибрагима Чеченца,0.63492296394,1
24882,33768,33769,Путин ратифицировал договор о создании пула валютных резервов БРИКС,Путин ратифицировал Договор о создании пула валют БРИКС,0.922051284598,1
24884,33743,33772,В Донбассе в память о погибших в Одессе загудели заводы и транспорт,В Одессе почтили память погибших в Доме профсоюзов,0.493770719879,-1
24885,33742,33772,Память погибших в Одессе почтили у посольства Украины в Москве,В Одессе почтили память погибших в Доме профсоюзов,0.648074069841,-1
24886,33773,33772,Память погибших в Одессе почтут во всех городах и районах ЛНР,В Одессе почтили память погибших в Доме профсоюзов,0.4989955898,-1
24887,33774,33772,Память погибших в одесском Доме профсоюзов почтут в Донецке гудками,В Одессе почтили память погибших в Доме профсоюзов,0.614465643638,-1
24888,33723,33772,Дом профсоюзов в Одессе может стать штабом ВМС или госпиталем,В Одессе почтили память погибших в Доме профсоюзов,0.461880215352,-1
24889,33775,33776,СМИ: число жертв землетрясения в Непале превысило 7 тысяч,Число жертв землетрясения в Непале превысило 7 тысяч,0.988866595076,1
24890,33679,33776,"Число погибших при землетрясении в Непале превысило 6,6 тыс человек",Число жертв землетрясения в Непале превысило 7 тысяч,0.635259413469,0
24891,33777,33778,СМИ: скончалась балерина Майя Плисецкая,Умерла Майя Плисецкая,0.735866835779,1
24892,33779,33778,Скончалась балерина Майя Плисецкая,Умерла Майя Плисецкая,0.822724133595,1
24893,33777,33780,СМИ: скончалась балерина Майя Плисецкая,Умерла Майя Плисецкая,0.735866835779,1
24894,33779,33780,Скончалась балерина Майя Плисецкая,Умерла Майя Плисецкая,0.822724133595,1
24895,33781,33782,Путин выразил глубокие соболезнования родным балерины Плисецкой,Путин выразил глубокие соболезнования родным Плисецкой,0.987541439757,1
24896,33783,33784,Сборная России по художественной гимнастике завоевала золото ЧЕ,Россиянки выиграли в многоборье на ЧЕ по художественной гимнастике,0.493770719879,0
24897,33779,33785,Скончалась балерина Майя Плисецкая,Андрис Лиепа: Майя Плисецкая была уникальнейшей балериной,0.642539604116,-1
24898,33779,33786,Скончалась балерина Майя Плисецкая,"Цискаридзе: Майя Плисецкая была эталоном, к которому надо стремиться",0.453557367611,-1
24899,33787,33788,"Вместе с Плисецкой ушел целый мир, считает Мединский","Медведев: ""С Плисецкой ушла целая эпоха балета""",0.570833333333,-1
24900,33789,33788,Медведев о кончине Плисецкой: вместе с ней ушла целая эпоха балета,"Медведев: ""С Плисецкой ушла целая эпоха балета""",0.923760430703,1
24901,33790,33791,В Нидерланды доставлены тела последних жертв авиакатастрофы на Украине,В Нидерланды доставили последние останки с упавшего под Донецком «Боинга»,0.489285714286,0
24902,33792,33793,Акции в память о трагедии в Одессе прошли в крупных городах мира,В Париже прошла акция памяти жертв одесской трагедии,0.534522483825,0
24903,33794,33793,Акция памяти жертв одесской трагедии проходит в Лондоне,В Париже прошла акция памяти жертв одесской трагедии,0.757142857143,-1
24904,33795,33793,Акция памяти жертв одесской трагедии проходит в городах Франции,В Париже прошла акция памяти жертв одесской трагедии,0.708242291068,0
24905,33796,33793,Более тысячи человек почтили память жертв одесской трагедии в Москве,В Париже прошла акция памяти жертв одесской трагедии,0.534522483825,-1
24906,33797,33793,Акция памяти проходит в Одессе по случаю годовщины трагедии,В Париже прошла акция памяти жертв одесской трагедии,0.503571428571,-1
24907,33779,33798,Скончалась балерина Майя Плисецкая,"Ушла из жизни ""рожденная танцевать"" Майя Плисецкая",0.489897948557,1
24908,33799,33800,Боевики ИГ казнили 300 пленников-езидов на севере Ирака,"Боевики ""Исламского государства"" казнили 300 пленников на севере Ирака",0.762529730831,1
24910,33802,33803,Сергей Лавров призвал ОБСЕ потребовать от Киева прекратить обстрелы,Обстрел Донецка привел к звонку Лаврова в ОБСЕ,0.523223681453,0
24911,33804,33805,"Землетрясение магнитудой 5,7 произошло к югу от Японии","Землетрясение магнитудой 5,9 произошло у берегов Японии",0.771428571429,0
24912,33806,33805,"Землетрясение магнитудой 5,0 произошло в Непале","Землетрясение магнитудой 5,9 произошло у берегов Японии",0.648074069841,-1
24913,33807,33808,Экипаж патрульного судна Франции спас 217 мигрантов у побережья Ливии,Французские моряки спасли более 200 мигрантов у побережья Ливии,0.529150262213,0
24914,33802,33809,Сергей Лавров призвал ОБСЕ потребовать от Киева прекратить обстрелы,Лавров призвал ОБСЕ повлиять на действия украинских силовиков в Донбассе,0.5375,0
24915,33810,33809,Украинские силовики пошли на провокацию в Донбассе,Лавров призвал ОБСЕ повлиять на действия украинских силовиков в Донбассе,0.505964425627,-1
24916,33811,33809,Силовики заняли наблюдательным пунктом представителей ОБСЕ в Донбассе,Лавров призвал ОБСЕ повлиять на действия украинских силовиков в Донбассе,0.454344111251,-1
24917,33812,33813,Неизвестные сожгли машины и магазин в мексиканском Халиско,Неизвестные сожгли автомобили и магазин в мексиканском городе-курорте,0.704166666667,1
24918,33814,33815,"Беспорядки начались в Польше, после того как полицейский убил фаната",Беспорядки вспыхнули в Польше из-за убийства полицейским фаната,0.648074069841,1
24919,33816,33817,"Мэйуэзер одержал 48-ю победу в 48 боях, победив филиппинца Пакьяо",Мэйуэзер победил Пакьяо по очкам,0.65,0
24920,33818,33819,"Землетрясение магнитудой 4,8 произошло у берегов префектуры Фукусима","У берегов Фукусимы произошло землетрясение магнитудой 4,8",0.925392050122,1
24921,33806,33819,"Землетрясение магнитудой 5,0 произошло в Непале","У берегов Фукусимы произошло землетрясение магнитудой 4,8",0.462910049886,-1
24922,33820,33821,Суд оштрафовал идеолога Монстрации Лоскутова на пять тысяч рублей,Идеолог «монстрации» оштрафован на 5 тысяч рублей за несанкционированность,0.534522483825,0
24923,33822,33823,В московском метро мужчина погиб под колесами поезда,Мужчина погиб под колесами поезда в московском метро,1.0,1
24924,33824,33825,"СМИ: Финляндия предупредила 900 тысяч резервистов, чтобы были наготове",Финляндия мобилизует 900 тыс. резервистов на случай «кризисной ситуации»,0.642539604116,0
24926,33816,33827,"Мэйуэзер одержал 48-ю победу в 48 боях, победив филиппинца Пакьяо",Пакьяо усомнился в победе Мэйуэзера,0.553703703704,-1
24927,33828,33829,Минобороны ДНР: силовики за сутки 36 раз нарушили перемирие,ДНР: Украинские силовики 36 раз за сутки нарушили режим прекращения огня,0.7155417528,1
24928,33830,33831,Альбом неизданных записей Курта Кобейна выпустят летом 2015 года,Режиссер Бретт Морген пообещал выпустить сольный альбом Курта Кобейна,0.488888888889,0
24930,33834,33833,"Тела 50 альпинистов, в том числе иностранцев, найдены в горах Непала",В Непале нашли тела иностранных альпинистов,0.69765320898,0
24932,33837,33838,Эверест стал ниже после мощного землетрясения в Непале,Эверест стал ниже из-за землетрясения в Непале,0.985900603509,1
24933,33839,33840,"Вратарь ""Зенита"" Лодыгин провоцировал фанатов ""Спартака""",«Зенит» ответил «Спартаку» по поводу скандала вокруг Лодыгина,0.566666666667,-1
24934,33841,33842,"Автобус сгорел на юго-востоке Пакистана, 11 человек погибли","В Пакистане в сгоревшем автобусе погибли 11 человек, 34 ранены",0.778875619288,0
24935,33843,33844,Спасатели нашли выживших под завалами после землетрясения в Непале,В Непале нашли трех выживших через восемь дней после землетрясения,0.648074069841,0
24936,33845,33846,Оппозиция ФРГ угрожает правительству судом из-за шпионского скандала,Немецкая оппозиция пригрозила правительству иском из-за скандала с BND,0.471428571429,0
24937,33847,33848,СМИ: силы арабской коалиции вошли в Аден на юге Йемена,Вооруженные силы коалиции вошли в йеменский город Аден,0.561248608016,1
24938,33849,33850,В Донецке сообщают о прямых попаданиях снарядов в многоквартирные дома,Россияне стали есть меньше мяса,0.0,-1
24939,33782,33851,Путин выразил глубокие соболезнования родным Плисецкой,Полтавченко выразил соболезнования в связи с кончиной Майи Плисецкой,0.493770719879,-1
24940,33781,33851,Путин выразил глубокие соболезнования родным балерины Плисецкой,Полтавченко выразил соболезнования в связи с кончиной Майи Плисецкой,0.457142857143,-1
24941,33779,33851,Скончалась балерина Майя Плисецкая,Полтавченко выразил соболезнования в связи с кончиной Майи Плисецкой,0.453557367611,-1
24942,33852,33853,МИД Италии: Киев должен предоставить автономию Донбассу,Италия призвала Украину дать автономию Донбассу,0.524631389871,1
24943,33854,33855,Сборная РФ по хоккею победила словенцев в матче группового этапа ЧМ,Российские хоккеисты победили словенцев во втором матче группового турнира ЧМ,0.633333333333,0
24944,33856,33857,Глава МВД Новороссийска уволен после ДТП с пьяным полицейским,Руководство полиции Новороссийска уволили после ДТП в Анапе,0.663504404837,0
24945,33858,33859,Большой театр почтит память Плисецкой минутой молчания,Спектакль в Большом театре начался с минуты молчания,0.617213399848,0
24947,33862,33863,В Непале из-под завалов извлекли выжившего 101-летнего мужчину,101-летнего старика извлекли живым из-под завалов в Непале ,0.733333333333,1
24948,33852,33864,МИД Италии: Киев должен предоставить автономию Донбассу,СМИ: Италия призвала Киев предоставить автономию Донбассу,0.8,1
24949,33865,33866,Плисецкая завещала развеять ее прах над Россией,Прах Плисецкой развеют над Россией,0.781503870317,0
24950,33867,33866,"Урин надеется, что Плисецкая будет похоронена в России",Прах Плисецкой развеют над Россией,0.489897948557,-1
24951,33868,33869,Украинские силовики обвинили ополченцев в 56 обстрелах за день,Украинские военные заявили о 56 обстрелах своих позиций,0.457142857143,0
24952,33870,33871,"""Челси"" победил ""Кристал Пэлас"" и досрочно стал чемпионом Англии",«Челси» в пятый раз стал чемпионом Англии,0.678934739833,0
24953,33872,33873,Швейцарские банки раскрыли информацию по 50 тыс. счетов,Швейцарские банки сообщили о тысячах невостребованных за полвека счетов,0.462910049886,0
24954,33874,33875,Калашников напомнил Коморовскому: русские танки освободили Польшу,"Президенту Польши напомнили, что русские танки спасли его страну",0.561248608016,1
24955,33876,33877,Власти Балтимора отменили комендантский час в городе,Власти Балтимора отменили комендантский час,0.949385766342,1
24956,33878,33879,"Скончался режиссер ""Отца солдата"" Реваз Чхеидзе",Умер режиссер фильма «Отец солдата»,0.629880941131,1
24957,33880,33881,Макей: Европа признала Белоруссию донором стабильности и безопасности,В Белоруссии рассказали о признании Европой страны «донором стабильности»,0.692857142857,0
24958,33882,33883,Самолет МЧС РФ вылетел из Индии в Непал после суток ожидания,Самолет МЧС РФ вылетел из Индии в Непал для эвакуации россиян ,0.85,-1
24959,33884,33885,СНБО: военный и мирный житель погибли из-за обстрелов ополченцев,В ДНР сообщили о двух погибших из-за артобстрелов мирных жителей,0.462910049886,-1
24960,33886,33887,МЧС России: почти 40 россиян эвакуированы из Непала в Москву,Самолет МЧС России эвакуировал из Непала еще около 40 человек,0.828571428571,0
24961,33888,33887,Самолет МЧС России прибыл в Непал для эвакуации россиян,Самолет МЧС России эвакуировал из Непала еще около 40 человек,0.704761904762,-1
24962,33882,33887,Самолет МЧС РФ вылетел из Индии в Непал после суток ожидания,Самолет МЧС России эвакуировал из Непала еще около 40 человек,0.454344111251,-1
24963,33887,33889,Самолет МЧС России эвакуировал из Непала еще около 40 человек,МЧС России эвакуировало из Непала 36 человек,0.786947084807,0
24964,33886,33889,МЧС России: почти 40 россиян эвакуированы из Непала в Москву,МЧС России эвакуировало из Непала 36 человек,0.632643734845,0
24966,33890,33891,Валлийский регбист умер после сердечного приступа на матче,Валлийский регбист скончался после сердечного приступа на матче,0.941666666667,1
24967,33892,33893,"Землетрясение магнитудой 5,6 произошло у берегов Папуа - Новой Гвинеи",У берегов Папуа - Новой Гвинеи произошло землетрясение,0.870929686323,0
24968,33894,33895,Новорожденную британскую принцессу навестили родственники,В честь новорожденной британской принцессы отчеканят монеты,0.457839881402,-1
24969,33896,33895,Памятные монеты в честь рождения принцессы будут отчеканены в Британии,В честь новорожденной британской принцессы отчеканят монеты,0.500370233298,1
24970,33897,33898,"""Ночные волки"": колонну заблокировала полиция Германии",«Ночным волкам» разрешили продолжить мотопробег по территории Германии,0.493770719879,-1
24971,33899,33898,"Немецкие СМИ: ""Ночные волки"" въехали в Германию",«Ночным волкам» разрешили продолжить мотопробег по территории Германии,0.493770719879,-1
24972,33897,33900,"""Ночные волки"": колонну заблокировала полиция Германии",Задержанным в Германии «Ночным волкам» разрешили продолжить движение,0.493770719879,-1
24973,33899,33900,"Немецкие СМИ: ""Ночные волки"" въехали в Германию",Задержанным в Германии «Ночным волкам» разрешили продолжить движение,0.493770719879,-1
24974,33901,33902,Республиканец Карсон будет баллотироваться в президенты США,В борьбу за пост президента США вступил нейрохирург Бен Карсон,0.490747728811,0
24975,33903,33904,КНДР на Параде Победы в Москве будет представлять глава парламента,Северную Корею на торжествах в Москве представит глава парламента,0.505974123893,1
24976,33905,33906,Второе за сутки землетрясение произошло в Папуа - Новой Гвинее,В Папуа - Новой Гвинее произошло второе за сутки землетрясение,1.12142857143,1
24977,33892,33906,"Землетрясение магнитудой 5,6 произошло у берегов Папуа - Новой Гвинеи",В Папуа - Новой Гвинее произошло второе за сутки землетрясение,0.620491676523,0
24978,33907,33908,Двое обстреляли выставку карикатур на пророка Мохаммеда в США,В США возле выставки карикатур на пророка Мухаммеда произошла стрельба,0.642857142857,0
24979,33909,33910,"Землетрясение магнитудой 5,6 произошло в Новой Зеландии","В Новой Зеландии произошло землетрясение магнитудой 6,1",0.914285714286,0
24980,33905,33910,Второе за сутки землетрясение произошло в Папуа - Новой Гвинее,"В Новой Зеландии произошло землетрясение магнитудой 6,1",0.460714285714,-1
24981,33892,33910,"Землетрясение магнитудой 5,6 произошло у берегов Папуа - Новой Гвинеи","В Новой Зеландии произошло землетрясение магнитудой 6,1",0.655138419883,-1
24982,33911,33910,"Землетрясение магнитудой 4,4 произошло в японской префектуре Ибараки","В Новой Зеландии произошло землетрясение магнитудой 6,1",0.462910049886,-1
24984,33914,33913,Пакет с белым порошком найден в посольстве Индонезии в Канберре,В посольство Индонезии в Австралии прислали конверт с белым порошком,0.6,-1
24985,33903,33915,КНДР на Параде Победы в Москве будет представлять глава парламента,Президент Вьетнама подтвердил участие в Параде Победы в Москве,0.476210940135,-1
24986,33916,33915,Президент Польши: парад Победы в Москве несет угрозу миру,Президент Вьетнама подтвердил участие в Параде Победы в Москве,0.561248608016,-1
24987,33917,33918,Пушилин: встреча контактной группы по Украине состоится 6 мая,ДНР сообщила о встрече контактной группы в Минске 6 мая,0.65,0
24988,33919,33918,Пушилин: власти ДНР настаивают на скорейшей встрече Контактной группы,ДНР сообщила о встрече контактной группы в Минске 6 мая,0.525,-1
