id,text,agency,author,url,date
33691,Чрезвычайное положение введено в штате Айова из-за птичьего гриппа,РИА Новости,,http://ria.ru/world/20150502/1062133096.html,2015-05-02
33692,В американском штате Айова из-за птичьего гриппа введен режим ЧП,Российская газета,,http://rg.ru/2015/05/02/ayova-anons.html,2015-05-02
33693,Мировые цены на нефть замедлили снижение,РИА Новости,,http://ria.ru/economy/20150501/1062112790.html,2015-05-01
33694,Мировые цены на нефть снизились с четырехмесячных максимумов,РБК,,http://top.rbc.ru/economics/02/05/2015/55441b769a794792ed0c8251,2015-05-02
33695,"Задержаны 6 полицейских, обвиняемых в убийстве Фредди Грея в Балтиморе",РИА Новости,,http://ria.ru/world/20150501/1062130647.html,2015-05-01
33696,Сотруднику полиции Балтимора грозит 30 лет тюрьмы за смерть Фредди Грея,РБК,,http://top.rbc.ru/society/02/05/2015/554428ce9a79479ab26dca14,2015-05-02
33697,СМИ: вооруженные столкновения в Бурунди унесли жизни трех человек,РИА Новости,,http://ria.ru/world/20150502/1062144545.html,2015-05-02
33698,В столице Бурунди в ходе протестов погибли три человека,Лента.ру,,http://lenta.ru/news/2015/05/02/burundi/,2015-05-02
33699,Около 600 человек задержаны в Бурунди с начала протестов,РИА Новости,,http://ria.ru/world/20150501/1062128363.html,2015-05-01
33700,Жертвами вооруженных столкновений в Бурунди стали три человека,Российская газета,,http://rg.ru/2015/05/02/burundi-anons.html,2015-05-02
33701,"В результате ливней, обрушившихся на Австралию, погибли пять человек",РИА Новости,,http://ria.ru/world/20150502/1062148358.html,2015-05-02
33702,Сильные ливни стали причиной гибели пяти человек в Австралии,Российская газета,,http://rg.ru/2015/05/02/livni-anons.html,2015-05-02
33703,Полиция Монреаля разогнала первомайское шествие слезоточивым газом,РИА Новости,,http://ria.ru/world/20150502/1062147400.html,2015-05-02
33704,Участников первомайского шествия в Канаде разогнали слезоточивым газом,Российская газета,,http://rg.ru/2015/05/02/kanada-anons.html,2015-05-02
33705,Участвовавшие в задержании Фредди Грея полицейские внесли залог,РИА Новости,,http://ria.ru/world/20150502/1062146909.html,2015-05-02
33706,Шесть обвиняемых в гибели Грея полицейских отпущены под залог,Лента.ру,,http://lenta.ru/news/2015/05/02/police/,2015-05-02
33707,Полиция вновь начала задерживать митингующих в Балтиморе,РИА Новости,,http://ria.ru/world/20150502/1062150204.html,2015-05-02
33708,В американском Балтиморе вновь начались задержания митингующих,Российская газета,,http://rg.ru/2015/05/02/baltimor-anons.html,2015-05-02
33712,Кандидат в мэры города убит в Мексике,РИА Новости,,http://ria.ru/world/20150502/1062150750.html,2015-05-02
33713,Неизвестные застрелили кандидата в мэры мексиканского города,Российская газета,,http://rg.ru/2015/05/02/meksika-anons.html,2015-05-02
33714,Правительство Непала: шансов найти под завалами выживших больше нет,РИА Новости,,http://ria.ru/world/20150502/1062149972.html,2015-05-02
33715,Власти Непала исключили возможность найти выживших под завалами,Лента.ру,,http://lenta.ru/news/2015/05/02/nepal/,2015-05-02
33716,Взрывы и выстрелы были слышны ночью на окраинах Донецка и Горловки,РИА Новости,,http://ria.ru/world/20150502/1062157695.html,2015-05-02
33717,Жители Донецка и Горловки ночью слышали взрывы и выстрелы,Российская газета,,http://rg.ru/2015/05/02/vzrivi-anons.html,2015-05-02
33718,"Кремль: празднование 70-летия Победы будет масштабнее, чем 60-летия",РИА Новости,,http://ria.ru/victory70/20150502/1062159100.html,2015-05-02
33719,В Кремле рассказали о предстоящем праздновании 70-летия Победы,Лента.ру,,http://lenta.ru/news/2015/05/02/ivanov/,2015-05-02
33720,Самолет МЧС России вылетел в Непал для эвакуации россиян,РИА Новости,,http://ria.ru/world/20150501/1062108098.html,2015-05-01
33721,МЧС эвакуирует двоих россиян из высокогорного храма в Непале,Российская газета,,http://rg.ru/2015/05/02/hram-anons.html,2015-05-02
33722,Посольство РФ в Непале эвакуирует из гор троих россиян,РИА Новости,,http://ria.ru/world/20150501/1062060408.html,2015-05-01
33723,Дом профсоюзов в Одессе может стать штабом ВМС или госпиталем,РИА Новости,,http://ria.ru/world/20150502/1062153225.html,2015-05-02
33724,Дом профсоюзов в Одессе предложили переоборудовать в штаб ВМФ,Лента.ру,,http://lenta.ru/news/2015/05/02/domprofsoyuzov/,2015-05-02
33725,"ЛНР рассчитывает, что встреча контактной группы пройдет до 9 мая",РИА Новости,,http://ria.ru/world/20150502/1062173924.html,2015-05-02
33726,Встреча Контактной группы в Минске пройдет до 9 мая ,Российская газета,,http://rg.ru/2015/05/02/vstrecha-anons.html,2015-05-02
33727,В ДНР пока не подтверждают встречу контактной группы в Минске 5 мая,РИА Новости,,http://ria.ru/world/20150501/1062093086.html,2015-05-01
33728,Пять человек погибли в ДТП в Рязанской области,Лента.ру,,http://lenta.ru/news/2015/05/02/ryazandtp/,2015-05-02
33729,МИД РФ: Запад должен побудить Киев к расследованию трагедии в Одессе,Российская газета,,http://rg.ru/2015/05/02/mid-site-anons.html,2015-05-02
33730,Пять человек погибли в ДТП в Рязанской области,РИА Новости,,http://ria.ru/incidents/20150502/1062181300.html,2015-05-02
33731,В Рязанской области в ДТП погибли трое взрослых и двое детей,Российская газета,Дмитрий Раичев,http://rg.ru/2015/05/02/reg-cfo/rydtp-anons.html,2015-05-02
33732,"Дело завели в Махачкале после драки, в которой погибли 4 человека",РИА Новости,,http://ria.ru/incidents/20150502/1062178294.html,2015-05-02
33733,"В Махачкале завели дело о перестрелке, в которой погибли четверо",Российская газета,Алена Ларина,http://rg.ru/2015/05/02/reg-skfo/konflikt-anons.html,2015-05-02
33734,"Россияне завоевали ""золото"" на ЧЕ по гребле на байдарках и каноэ",Российская газета,Анна Козина,http://rg.ru/2015/05/02/zoloto-site-anons.html,2015-05-02
33735,Российские каноисты завоевали золото в четверках на 1000 метров на ЧЕ,РИА Новости,,http://ria.ru/sport/20150502/1062194188.html,2015-05-02
33736,"Меркель: поездка в Москву 10 мая очень важна, несмотря на разногласия",РИА Новости,,http://ria.ru/victory70/20150502/1062188925.html,2015-05-02
33737,Меркель объяснила мотивы своей поездки в Москву 10 мая,РБК, Артем Филипенок ,http://top.rbc.ru/politics/02/05/2015/55449c6b9a7947be1962cfd1,2015-05-02
33738,В Петербурге задержали похитителей часов на 21 миллион,Фонтанка.ру,,http://fontanka.ru/2015/05/02/035/,2015-05-02
33739,В Петербурге задержали подозреваемых в краже швейцарских часов на 21 млн рублей,РБК,,http://top.rbc.ru/spb_freenews/02/05/2015/970714.shtml,2015-05-02
33740,Суд в Новосибирске арестовал идеолога Монстрации Лоскутова на 10 суток,РИА Новости,,http://ria.ru/incidents/20150502/1062200885.html,2015-05-02
33741,Новосибирского «монстранта» арестовали на 10 суток,Лента.ру,,http://lenta.ru/news/2015/05/02/10daymonstration/,2015-05-02
33742,Память погибших в Одессе почтили у посольства Украины в Москве,РИА Новости,,http://ria.ru/society/20150502/1062202992.html,2015-05-02
33743,В Донбассе в память о погибших в Одессе загудели заводы и транспорт,Российская газета,Ирина Варламова,http://rg.ru/2015/05/02/reg-ufo/donbass-anons.html,2015-05-02
33744,"Мужчину, взорвавшего себя в Дагестане, искали за убийство ветерана МВД",РИА Новости,,http://ria.ru/incidents/20150502/1062191668.html,2015-05-02
33745,В Дагестане мужчина подорвал себя при проверке документов,Лента.ру,,http://lenta.ru/news/2015/05/02/dagestan/,2015-05-02
33746,Разыскиваемый дагестанец подорвал себя при проверке документов,РИА Новости,,http://ria.ru/incidents/20150502/1062186719.html,2015-05-02
33747,СМИ: российских байкеров заставили в Тбилиси снять георгиевские ленты,РИА Новости,,http://ria.ru/world/20150502/1062182387.html,2015-05-02
33748,Российских байкеров заставили в Тбилиси снять георгиевские ленты,Российская газета,Александр Саможнев,http://rg.ru/2015/05/02/lenti-site-anons.html,2015-05-02
33749,Альпинист из Рязани разбился на Эльбрусе,РИА Новости,,http://ria.ru/incidents/20150502/1062213377.html,2015-05-02
33750,На Эльбрусе погиб турист из Рязани,Российская газета,Светлана Емельянова,http://rg.ru/2015/05/02/reg-skfo/elbrus-anons.html,2015-05-02
33751,«Зенит» в Москве вырвал ничью в матче со «Спартаком»,Фонтанка.ру,,http://fontanka.ru/2015/05/02/063/,2015-05-02
33752,"Футболисты ""Зенита"" вырвали ничью у ""Спартака"" в матче ЧР",РИА Новости,,http://ria.ru/sport/20150502/1062215856.html,2015-05-02
33753,"Якин: ""Спартак"" в матче с ""Зенитом"" старался, но не был вознагражден",РИА Новости,,http://ria.ru/sport/20150502/1062217773.html,2015-05-02
33754,Лавров огорчился ничьей «Спартака» в матче с «Зенитом»,Лента.ру,,http://lenta.ru/news/2015/05/02/kaktakspartak/,2015-05-02
33755,"СМИ: немецкие ультраправые собираются 9 мая ""брать Рейхстаг штурмом""",РИА Новости,,http://ria.ru/world/20150502/1062209375.html,2015-05-02
33756,В ЛНР украинские силовики открыли огонь на глазах наблюдателей ОБСЕ ,Российская газета,Ирина Варламова,http://rg.ru/2015/05/02/reg-ufo/obse-anons.html,2015-05-02
33757,Путин подписал закон о либерализации оборота лома драгметаллов,РИА Новости,,http://ria.ru/economy/20150502/1062220190.html,2015-05-02
33758,Путин подписал поправки в закон об НКО,Российская газета,Кира Латухина,http://rg.ru/2015/05/02/nko-site-anons.html,2015-05-02
33759,ГИБДД: В ДТП с маршруткой в Петербурге пострадали 5 человек,Фонтанка.ру,,http://fontanka.ru/2015/05/02/068/,2015-05-02
33760,В Петербурге в результате ДТП с маршруткой пострадали 5 человек,РБК,,http://top.rbc.ru/spb_freenews/02/05/2015/970719.shtml,2015-05-02
33761,"Путин изменил закон о митингах, шествиях и пикетах",Фонтанка.ру,,http://fontanka.ru/2015/05/02/069/,2015-05-02
33762,"Путин подписал изменения в закон о митингах, демонстрациях и шествиях",РИА Новости,,http://ria.ru/politics/20150502/1062223783.html,2015-05-02
33763,Путин ратифицировал соглашение о поставках газа в Китай,Российская газета,Кира Латухина,http://rg.ru/2015/05/02/gaz-site-anons.html,2015-05-02
33764,Путин ратифицировал соглашение о поставках газа Китаю по «Силе Сибири»,Лента.ру,,http://lenta.ru/news/2015/05/02/gasforchina/,2015-05-02
33765,Путин ратифицировал соглашение о поставках газа в Китай,РИА Новости,,http://ria.ru/economy/20150502/1062229905.html,2015-05-02
33766,"В Ираке уничтожен полевой командир ""ИГ"" Абу Ибрагим Чеченец",Российская газета,Александр Саможнев,http://rg.ru/2015/05/02/komandir-site-anons.html,2015-05-02
33767,СМИ сообщили о ликвидации в Ираке команидира ИГ Абу Ибрагима Чеченца,РБК, Мария Бондаренко ,http://top.rbc.ru/politics/02/05/2015/5544e9939a7947db769c9144,2015-05-02
33768,Путин ратифицировал договор о создании пула валютных резервов БРИКС,РИА Новости,,http://ria.ru/economy/20150502/1062230633.html,2015-05-02
33769,Путин ратифицировал Договор о создании пула валют БРИКС,Российская газета,Кира Латухина,http://rg.ru/2015/05/02/valyuta-site-anons.html,2015-05-02
33772,В Одессе почтили память погибших в Доме профсоюзов,Лента.ру,,http://lenta.ru/news/2015/05/02/odessa/,2015-05-02
33773,Память погибших в Одессе почтут во всех городах и районах ЛНР,РИА Новости,,http://ria.ru/world/20150502/1062187094.html,2015-05-02
33774,Память погибших в одесском Доме профсоюзов почтут в Донецке гудками,РИА Новости,,http://ria.ru/world/20150502/1062180773.html,2015-05-02
33775,СМИ: число жертв землетрясения в Непале превысило 7 тысяч,РИА Новости,,http://ria.ru/world/20150502/1062236523.html,2015-05-02
33776,Число жертв землетрясения в Непале превысило 7 тысяч,Российская газета,Александр Саможнев,http://rg.ru/2015/05/02/zhertvy-site-anons.html,2015-05-02
33777,СМИ: скончалась балерина Майя Плисецкая,РИА Новости,,http://ria.ru/culture/20150502/1062251130.html,2015-05-02
33778,Умерла Майя Плисецкая,РБК, Мария Бондаренко ,http://top.rbc.ru/society/02/05/2015/5545112d9a7947ee1bd6d025,2015-05-02
33779,Скончалась балерина Майя Плисецкая,Фонтанка.ру,,http://fontanka.ru/2015/05/02/101/,2015-05-02
33780,Умерла Майя Плисецкая,Лента.ру,,http://lenta.ru/news/2015/05/02/maya/,2015-05-02
33781,Путин выразил глубокие соболезнования родным балерины Плисецкой,РИА Новости,,http://ria.ru/culture/20150502/1062253844.html,2015-05-02
33782,Путин выразил глубокие соболезнования родным Плисецкой,Российская газета,Кира Латухина,http://rg.ru/2015/05/02/sobolez-site-anons.html,2015-05-02
33783,Сборная России по художественной гимнастике завоевала золото ЧЕ,РИА Новости,,http://ria.ru/sport/20150502/1062245281.html,2015-05-02
33784,Россиянки выиграли в многоборье на ЧЕ по художественной гимнастике,Российская газета,Данила Жиляев,http://rg.ru/2015/05/02/mnogoborie-site-anons.html,2015-05-02
33785,Андрис Лиепа: Майя Плисецкая была уникальнейшей балериной,РИА Новости,,http://ria.ru/culture/20150502/1062264362.html,2015-05-02
33786,"Цискаридзе: Майя Плисецкая была эталоном, к которому надо стремиться",РИА Новости,,http://ria.ru/culture/20150502/1062264191.html,2015-05-02
33787,"Вместе с Плисецкой ушел целый мир, считает Мединский",РИА Новости,,http://ria.ru/culture/20150502/1062262345.html,2015-05-02
33788,"Медведев: ""С Плисецкой ушла целая эпоха балета""",Российская газета,,http://rg.ru/2015/05/02/slova-anons.html,2015-05-02
33789,Медведев о кончине Плисецкой: вместе с ней ушла целая эпоха балета,РИА Новости,,http://ria.ru/culture/20150502/1062260115.html,2015-05-02
33790,В Нидерланды доставлены тела последних жертв авиакатастрофы на Украине,Российская газета,,http://rg.ru/2015/05/02/tela-anons.html,2015-05-02
33791,В Нидерланды доставили последние останки с упавшего под Донецком «Боинга»,Лента.ру,,http://lenta.ru/news/2015/05/02/boeing/,2015-05-02
33792,Акции в память о трагедии в Одессе прошли в крупных городах мира,РИА Новости,,http://ria.ru/world/20150502/1062255835.html,2015-05-02
33793,В Париже прошла акция памяти жертв одесской трагедии,Российская газета,Вячеслав Прокофьев,http://rg.ru/2015/05/02/paris-site-anons.html,2015-05-02
33794,Акция памяти жертв одесской трагедии проходит в Лондоне,РИА Новости,,http://ria.ru/world/20150502/1062237879.html,2015-05-02
33795,Акция памяти жертв одесской трагедии проходит в городах Франции,РИА Новости,,http://ria.ru/world/20150502/1062235222.html,2015-05-02
33796,Более тысячи человек почтили память жертв одесской трагедии в Москве,РИА Новости,,http://ria.ru/society/20150502/1062226226.html,2015-05-02
33797,Акция памяти проходит в Одессе по случаю годовщины трагедии,РИА Новости,,http://ria.ru/world/20150502/1062208191.html,2015-05-02
33798,"Ушла из жизни ""рожденная танцевать"" Майя Плисецкая",РИА Новости,,http://ria.ru/culture/20150502/1062271610.html,2015-05-02
33799,Боевики ИГ казнили 300 пленников-езидов на севере Ирака,РИА Новости,,http://ria.ru/world/20150502/1062262119.html,2015-05-02
33800,"Боевики ""Исламского государства"" казнили 300 пленников на севере Ирака",Российская газета,Александр Саможнев,http://rg.ru/2015/05/02/ig-site-anons.html,2015-05-02
33802,Сергей Лавров призвал ОБСЕ потребовать от Киева прекратить обстрелы,Российская газета,,http://rg.ru/2015/05/03/lavrov-anons.html,2015-05-03
33803,Обстрел Донецка привел к звонку Лаврова в ОБСЕ,Лента.ру,,http://lenta.ru/news/2015/05/03/donetsk/,2015-05-03
33804,"Землетрясение магнитудой 5,7 произошло к югу от Японии",РИА Новости,,http://ria.ru/world/20150502/1062245953.html,2015-05-02
33805,"Землетрясение магнитудой 5,9 произошло у берегов Японии",Российская газета,,http://rg.ru/2015/05/03/japan-anons.html,2015-05-03
33806,"Землетрясение магнитудой 5,0 произошло в Непале",РИА Новости,,http://ria.ru/world/20150502/1062166804.html,2015-05-02
33807,Экипаж патрульного судна Франции спас 217 мигрантов у побережья Ливии,РИА Новости,,http://ria.ru/world/20150502/1062270513.html,2015-05-02
33808,Французские моряки спасли более 200 мигрантов у побережья Ливии,Российская газета,,http://rg.ru/2015/05/03/migranti-anons.html,2015-05-03
33809,Лавров призвал ОБСЕ повлиять на действия украинских силовиков в Донбассе,РБК, Игорь Герасимов ,http://top.rbc.ru/politics/03/05/2015/55454bba9a7947fe8da0e9f0,2015-05-03
33810,Украинские силовики пошли на провокацию в Донбассе,Российская газета,Андрей Васильев,http://rg.ru/2015/05/03/provokaciya-site-anons.html,2015-05-03
33811,Силовики заняли наблюдательным пунктом представителей ОБСЕ в Донбассе,РИА Новости,,http://ria.ru/world/20150502/1062246329.html,2015-05-02
33812,Неизвестные сожгли машины и магазин в мексиканском Халиско,РИА Новости,,http://ria.ru/world/20150503/1062291719.html,2015-05-03
33813,Неизвестные сожгли автомобили и магазин в мексиканском городе-курорте,Российская газета,,http://rg.ru/2015/05/03/meksika-anons.html,2015-05-03
33814,"Беспорядки начались в Польше, после того как полицейский убил фаната",РИА Новости,,http://ria.ru/world/20150503/1062295340.html,2015-05-03
33815,Беспорядки вспыхнули в Польше из-за убийства полицейским фаната,Российская газета,,http://rg.ru/2015/05/03/polsha-anons.html,2015-05-03
33816,"Мэйуэзер одержал 48-ю победу в 48 боях, победив филиппинца Пакьяо",РИА Новости,,http://ria.ru/sport/20150503/1062299161.html,2015-05-03
33817,Мэйуэзер победил Пакьяо по очкам,Лента.ру,,http://lenta.ru/news/2015/05/03/boxing/,2015-05-03
33818,"Землетрясение магнитудой 4,8 произошло у берегов префектуры Фукусима",РИА Новости,,http://ria.ru/world/20150503/1062299676.html,2015-05-03
33819,"У берегов Фукусимы произошло землетрясение магнитудой 4,8",Российская газета,,http://rg.ru/2015/05/03/fukusima-anons.html,2015-05-03
33820,Суд оштрафовал идеолога Монстрации Лоскутова на пять тысяч рублей,РИА Новости,,http://ria.ru/incidents/20150503/1062300387.html,2015-05-03
33821,Идеолог «монстрации» оштрафован на 5 тысяч рублей за несанкционированность,Лента.ру,,http://lenta.ru/news/2015/05/03/monstration/,2015-05-03
33822,В московском метро мужчина погиб под колесами поезда,Российская газета,,http://rg.ru/2015/05/03/metro-anons.html,2015-05-03
33823,Мужчина погиб под колесами поезда в московском метро,Лента.ру,,http://lenta.ru/news/2015/05/03/metro/,2015-05-03
33824,"СМИ: Финляндия предупредила 900 тысяч резервистов, чтобы были наготове",РИА Новости,,http://ria.ru/world/20150503/1062306401.html,2015-05-03
33825,Финляндия мобилизует 900 тыс. резервистов на случай «кризисной ситуации»,РБК,,http://top.rbc.ru/politics/03/05/2015/5545c0bd9a7947252d5f2223,2015-05-03
33827,Пакьяо усомнился в победе Мэйуэзера,Лента.ру,,http://lenta.ru/news/2015/05/03/doubt/,2015-05-03
33828,Минобороны ДНР: силовики за сутки 36 раз нарушили перемирие,РИА Новости,,http://ria.ru/world/20150503/1062311122.html,2015-05-03
33829,ДНР: Украинские силовики 36 раз за сутки нарушили режим прекращения огня,Российская газета,,http://rg.ru/2015/05/03/dnr-anons.html,2015-05-03
33830,Альбом неизданных записей Курта Кобейна выпустят летом 2015 года,РИА Новости,,http://ria.ru/culture/20150503/1062282166.html,2015-05-03
33831,Режиссер Бретт Морген пообещал выпустить сольный альбом Курта Кобейна,Лента.ру,,http://lenta.ru/news/2015/05/03/cobain/,2015-05-03
33833,В Непале нашли тела иностранных альпинистов,Лента.ру,,http://lenta.ru/news/2015/05/03/nepal/,2015-05-03
33834,"Тела 50 альпинистов, в том числе иностранцев, найдены в горах Непала",РИА Новости,,http://ria.ru/world/20150503/1062299283.html,2015-05-03
33837,Эверест стал ниже после мощного землетрясения в Непале,РИА Новости,,http://ria.ru/earth/20150503/1062320641.html,2015-05-03
33838,Эверест стал ниже из-за землетрясения в Непале,Российская газета,Юрий Медведев,http://rg.ru/2015/05/03/everest-site-anons.html,2015-05-03
33839,"Вратарь ""Зенита"" Лодыгин провоцировал фанатов ""Спартака""",Российская газета,Артур Нанян,http://rg.ru/2015/05/02/lodigin-site-anons.html,2015-05-02
33840,«Зенит» ответил «Спартаку» по поводу скандала вокруг Лодыгина,РБК,,http://top.rbc.ru/spb_sz/03/05/2015/970727.shtml,2015-05-03
33841,"Автобус сгорел на юго-востоке Пакистана, 11 человек погибли",РИА Новости,,http://ria.ru/world/20150503/1062325686.html,2015-05-03
33842,"В Пакистане в сгоревшем автобусе погибли 11 человек, 34 ранены",Российская газета,,http://rg.ru/2015/05/03/pakistan-anons.html,2015-05-03
33843,Спасатели нашли выживших под завалами после землетрясения в Непале,РИА Новости,,http://ria.ru/world/20150503/1062337413.html,2015-05-03
33844,В Непале нашли трех выживших через восемь дней после землетрясения,Российская газета,,http://rg.ru/2015/05/03/nepal-anons.html,2015-05-03
33845,Оппозиция ФРГ угрожает правительству судом из-за шпионского скандала,РИА Новости,,http://ria.ru/world/20150503/1062292502.html,2015-05-03
33846,Немецкая оппозиция пригрозила правительству иском из-за скандала с BND,РБК,,http://top.rbc.ru/politics/03/05/2015/554600fc9a79473f20d76cc9,2015-05-03
33847,СМИ: силы арабской коалиции вошли в Аден на юге Йемена,РИА Новости,,http://ria.ru/world/20150503/1062344000.html,2015-05-03
33848,Вооруженные силы коалиции вошли в йеменский город Аден,РБК,,http://top.rbc.ru/politics/03/05/2015/554605e39a7947454a03f943,2015-05-03
33849,В Донецке сообщают о прямых попаданиях снарядов в многоквартирные дома,РИА Новости,,http://ria.ru/world/20150503/1062343077.html,2015-05-03
33850,Россияне стали есть меньше мяса,Лента.ру,,http://lenta.ru/news/2015/05/03/meat/,2015-05-03
33851,Полтавченко выразил соболезнования в связи с кончиной Майи Плисецкой,РБК,,http://top.rbc.ru/spb_sz/03/05/2015/970729.shtml,2015-05-03
33852,МИД Италии: Киев должен предоставить автономию Донбассу,РИА Новости,,http://ria.ru/world/20150503/1062333193.html,2015-05-03
33853,Италия призвала Украину дать автономию Донбассу,Лента.ру,,http://lenta.ru/news/2015/05/03/gentiloni/,2015-05-03
33854,Сборная РФ по хоккею победила словенцев в матче группового этапа ЧМ,РИА Новости,,http://ria.ru/sport/20150503/1062354853.html,2015-05-03
33855,Российские хоккеисты победили словенцев во втором матче группового турнира ЧМ,Лента.ру,,http://lenta.ru/news/2015/05/03/teamrussia/,2015-05-03
33856,Глава МВД Новороссийска уволен после ДТП с пьяным полицейским,РИА Новости,,http://ria.ru/incidents/20150503/1062359953.html,2015-05-03
33857,Руководство полиции Новороссийска уволили после ДТП в Анапе,Лента.ру,,http://lenta.ru/news/2015/05/03/uvolen/,2015-05-03
33858,Большой театр почтит память Плисецкой минутой молчания,РИА Новости,,http://ria.ru/culture/20150503/1062340366.html,2015-05-03
33859,Спектакль в Большом театре начался с минуты молчания,Российская газета,,http://rg.ru/2015/05/03/spektakl-anons.html,2015-05-03
33862,В Непале из-под завалов извлекли выжившего 101-летнего мужчину,РИА Новости,,http://ria.ru/world/20150503/1062352495.html,2015-05-03
33863,101-летнего старика извлекли живым из-под завалов в Непале ,Российская газета,Константин Волков,http://rg.ru/2015/05/03/ded-site-anons.html,2015-05-03
33864,СМИ: Италия призвала Киев предоставить автономию Донбассу,Российская газета,Руслан Мельников,http://rg.ru/2015/05/03/italia-site-anons.html,2015-05-03
33865,Плисецкая завещала развеять ее прах над Россией,Российская газета,,http://rg.ru/2015/05/03/plisetskaya-proshanie-anons.html,2015-05-03
33866,Прах Плисецкой развеют над Россией,Лента.ру,,http://lenta.ru/news/2015/05/03/ashes/,2015-05-03
33867,"Урин надеется, что Плисецкая будет похоронена в России",РИА Новости,,http://ria.ru/culture/20150502/1062256715.html,2015-05-02
33868,Украинские силовики обвинили ополченцев в 56 обстрелах за день,РИА Новости,,http://ria.ru/world/20150503/1062391577.html,2015-05-03
33869,Украинские военные заявили о 56 обстрелах своих позиций,Лента.ру,,http://lenta.ru/news/2015/05/03/obstreli/,2015-05-03
33870,"""Челси"" победил ""Кристал Пэлас"" и досрочно стал чемпионом Англии",РИА Новости,,http://ria.ru/sport/20150503/1062370250.html,2015-05-03
33871,«Челси» в пятый раз стал чемпионом Англии,Лента.ру,,http://lenta.ru/news/2015/05/03/chelsea/,2015-05-03
33872,Швейцарские банки раскрыли информацию по 50 тыс. счетов,Российская газета,Константин Волков,http://rg.ru/2015/05/03/swissbank-site-anons.html,2015-05-03
33873,Швейцарские банки сообщили о тысячах невостребованных за полвека счетов,РБК, Артем Филипенок ,http://top.rbc.ru/money/03/05/2015/55465ef39a7947622e932e88,2015-05-03
33874,Калашников напомнил Коморовскому: русские танки освободили Польшу,РИА Новости,,http://ria.ru/world/20150503/1062389275.html,2015-05-03
33875,"Президенту Польши напомнили, что русские танки спасли его страну",Российская газета,Константин Волков,http://rg.ru/2015/05/03/tanki-site-anons.html,2015-05-03
33876,Власти Балтимора отменили комендантский час в городе,РИА Новости,,http://ria.ru/world/20150503/1062381228.html,2015-05-03
33877,Власти Балтимора отменили комендантский час,Лента.ру,,http://lenta.ru/news/2015/05/03/curfew/,2015-05-03
33878,"Скончался режиссер ""Отца солдата"" Реваз Чхеидзе",РИА Новости,,http://ria.ru/culture/20150503/1062406112.html,2015-05-03
33879,Умер режиссер фильма «Отец солдата»,РБК,,http://top.rbc.ru/society/03/05/2015/554683249a79476a652b77eb,2015-05-03
33880,Макей: Европа признала Белоруссию донором стабильности и безопасности,РИА Новости,,http://ria.ru/world/20150503/1062411318.html,2015-05-03
33881,В Белоруссии рассказали о признании Европой страны «донором стабильности»,Лента.ру,,http://lenta.ru/news/2015/05/03/minsk/,2015-05-03
33882,Самолет МЧС РФ вылетел из Индии в Непал после суток ожидания,РИА Новости,,http://ria.ru/world/20150503/1062412514.html,2015-05-03
33883,Самолет МЧС РФ вылетел из Индии в Непал для эвакуации россиян ,Российская газета,,http://rg.ru/2015/05/03/samolet-anons.html,2015-05-03
33884,СНБО: военный и мирный житель погибли из-за обстрелов ополченцев,РИА Новости,,http://ria.ru/world/20150503/1062345920.html,2015-05-03
33885,В ДНР сообщили о двух погибших из-за артобстрелов мирных жителей,Лента.ру,,http://lenta.ru/news/2015/05/04/basurin/,2015-05-04
33886,МЧС России: почти 40 россиян эвакуированы из Непала в Москву,РИА Новости,,http://ria.ru/world/20150504/1062426972.html,2015-05-04
33887,Самолет МЧС России эвакуировал из Непала еще около 40 человек,Российская газета,,http://rg.ru/2015/05/04/nepal-anons.html,2015-05-04
33888,Самолет МЧС России прибыл в Непал для эвакуации россиян,РИА Новости,,http://ria.ru/world/20150504/1062421778.html,2015-05-04
33889,МЧС России эвакуировало из Непала 36 человек,Лента.ру,,http://lenta.ru/news/2015/05/04/nepal/,2015-05-04
33890,Валлийский регбист умер после сердечного приступа на матче,РИА Новости,,http://ria.ru/sport/20150504/1062428335.html,2015-05-04
33891,Валлийский регбист скончался после сердечного приступа на матче,Российская газета,,http://rg.ru/2015/05/04/regbist-anons.html,2015-05-04
33892,"Землетрясение магнитудой 5,6 произошло у берегов Папуа - Новой Гвинеи",РИА Новости,,http://ria.ru/world/20150504/1062429350.html,2015-05-04
33893,У берегов Папуа - Новой Гвинеи произошло землетрясение,Российская газета,,http://rg.ru/2015/05/04/papua-anons.html,2015-05-04
33894,Новорожденную британскую принцессу навестили родственники,Российская газета,,http://rg.ru/2015/05/03/newborn-anons.html,2015-05-03
33895,В честь новорожденной британской принцессы отчеканят монеты,Лента.ру,,http://lenta.ru/news/2015/05/04/coin/,2015-05-04
33896,Памятные монеты в честь рождения принцессы будут отчеканены в Британии,РИА Новости,,http://ria.ru/world/20150504/1062423205.html,2015-05-04
33897,"""Ночные волки"": колонну заблокировала полиция Германии",РИА Новости,,http://ria.ru/victory70/20150503/1062417111.html,2015-05-03
33898,«Ночным волкам» разрешили продолжить мотопробег по территории Германии,Лента.ру,,http://lenta.ru/news/2015/05/04/wooles_munich/,2015-05-04
33899,"Немецкие СМИ: ""Ночные волки"" въехали в Германию",РИА Новости,,http://ria.ru/victory70/20150503/1062399233.html,2015-05-03
